Id,SalePrice
1461,114274.6484375
1462,150316.578125
1463,180454.703125
1464,194605.703125
1465,164815.359375
1466,176498.578125
1467,174482.078125
1468,170048.453125
1469,178413.9375
1470,121836.7890625
1471,204418.859375
1472,90573.2265625
1473,98445.1484375
1474,145068.859375
1475,117953.390625
1476,361053.5
1477,228028.140625
1478,264103.03125
1479,284510.03125
1480,388272.125
1481,301211.625
1482,181738.609375
1483,174713.984375
1484,165182.109375
1485,168466.078125
1486,197428.921875
1487,375489.125
1488,222551.59375
1489,185260.796875
1490,233791.171875
1491,194769.25
1492,84245.1015625
1493,170241.359375
1494,250804.046875
1495,265824.125
1496,226273.921875
1497,174226.484375
1498,153731.046875
1499,151095.1875
1500,153068.390625
1501,169057.5625
1502,139715.234375
1503,265645.09375
1504,218900.734375
1505,212499.703125
1506,175824.78125
1507,255346.171875
1508,190763.671875
1509,158259.171875
1510,127399.9296875
1511,134093.515625
1512,161200.796875
1513,147110.484375
1514,151175.6875
1515,205792.765625
1516,154465.265625
1517,150019.578125
1518,138824.515625
1519,209106.46875
1520,124498.8984375
1521,137703.359375
1522,156378.59375
1523,100354.5859375
1524,117520.8671875
1525,108781.8671875
1526,101792.0546875
1527,102088.9765625
1528,138056.578125
1529,132621.140625
1530,170043.328125
1531,78370.9140625
1532,99530.03125
1533,147388.09375
1534,120897.5546875
1535,179367.328125
1536,108288.6953125
1537,66520.9296875
1538,158421.71875
1539,189148.171875
1540,128923.0703125
1541,139768.78125
1542,155522.765625
1543,219909.75
1544,76459.1015625
1545,90579.4140625
1546,122622.6484375
1547,124325.2265625
1548,126071.6015625
1549,117630.921875
1550,137325.578125
1551,97187.0859375
1552,142191.421875
1553,170685.546875
1554,123709.4140625
1555,168828.0625
1556,102488.7109375
1557,98709.921875
1558,98994.6015625
1559,94342.3671875
1560,109061.6640625
1561,149604.53125
1562,139637.046875
1563,114211.96875
1564,161471.984375
1565,140149.375
1566,214940.015625
1567,75329.6484375
1568,241099.015625
1569,158473.015625
1570,123584.140625
1571,117586.03125
1572,135702.765625
1573,274276.5625
1574,122920.203125
1575,222026.953125
1576,282398.5
1577,175678.234375
1578,140669.65625
1579,136979.796875
1580,194184.109375
1581,161116.15625
1582,125278.2421875
1583,316070.875
1584,213368.171875
1585,142739.671875
1586,58757.38671875
1587,80114.625
1588,135327.765625
1589,102254.6796875
1590,127777.625
1591,98048.5
1592,127888.6484375
1593,103778.4921875
1594,145585.109375
1595,127122.8515625
1596,192341.828125
1597,179480.234375
1598,181734.984375
1599,158825.859375
1600,159292.328125
1601,68507.9140625
1602,117274.71875
1603,86348.0
1604,275411.84375
1605,222353.109375
1606,168316.734375
1607,170311.28125
1608,211480.390625
1609,167926.65625
1610,148539.203125
1611,135922.828125
1612,169428.578125
1613,164358.9375
1614,111884.3671875
1615,95403.0546875
1616,83294.0078125
1617,92197.53125
1618,129049.328125
1619,143446.875
1620,158940.390625
1621,134902.984375
1622,160543.0
1623,277039.5625
1624,222820.015625
1625,110697.921875
1626,155359.828125
1627,186178.328125
1628,261199.140625
1629,175244.84375
1630,429870.375
1631,180295.859375
1632,214272.796875
1633,158089.203125
1634,204594.25
1635,162951.84375
1636,147566.640625
1637,205618.453125
1638,186265.703125
1639,168423.78125
1640,240385.9375
1641,178980.234375
1642,247569.5
1643,205230.4375
1644,210057.46875
1645,208115.515625
1646,145147.359375
1647,150624.859375
1648,133419.796875
1649,137790.515625
1650,114777.1875
